328975061,EUR/USD,2007-05-27 17:00:05,1.3449,1.3452,D
328975103,EUR/USD,2007-05-27 17:05:24,1.3448,1.3451,D
328975235,EUR/USD,2007-05-27 17:36:02,1.3447,1.345,D
328975395,EUR/USD,2007-05-27 17:44:06,1.3446,1.3449,D
328975412,EUR/USD,2007-05-27 17:44:21,1.3447,1.345,D
328975424,EUR/USD,2007-05-27 17:44:36,1.3446,1.3449,D
328975466,EUR/USD,2007-05-27 17:45:33,1.3445,1.3448,D
328975514,EUR/USD,2007-05-27 17:45:50,1.3446,1.3449,D
328975520,EUR/USD,2007-05-27 17:45:52,1.3445,1.3448,D
328975522,EUR/USD,2007-05-27 17:45:54,1.3446,1.3449,D
328975541,EUR/USD,2007-05-27 17:46:08,1.3445,1.3448,D
328975564,EUR/USD,2007-05-27 17:46:16,1.3444,1.3447,D
328975570,EUR/USD,2007-05-27 17:46:18,1.3445,1.3448,D
328975579,EUR/USD,2007-05-27 17:46:22,1.3444,1.3447,D
328975595,EUR/USD,2007-05-27 17:46:29,1.3445,1.3448,D
328975670,EUR/USD,2007-05-27 17:47:53,1.3444,1.3447,D
328975674,EUR/USD,2007-05-27 17:47:59,1.3445,1.3448,D
328975836,EUR/USD,2007-05-27 17:50:55,1.3446,1.3449,D
328975840,EUR/USD,2007-05-27 17:50:55,1.3447,1.345,D
328975841,EUR/USD,2007-05-27 17:50:58,1.3445,1.3448,D
328975860,EUR/USD,2007-05-27 17:51:04,1.3446,1.3449,D
328975864,EUR/USD,2007-05-27 17:51:05,1.3447,1.345,D
328975867,EUR/USD,2007-05-27 17:51:08,1.3446,1.3449,D
328975874,EUR/USD,2007-05-27 17:51:15,1.3447,1.345,D
328975878,EUR/USD,2007-05-27 17:51:18,1.3446,1.3449,D
328975881,EUR/USD,2007-05-27 17:51:18,1.3445,1.3448,D
328975888,EUR/USD,2007-05-27 17:51:25,1.3446,1.3449,D
328975889,EUR/USD,2007-05-27 17:51:26,1.3445,1.3448,D
328975893,EUR/USD,2007-05-27 17:51:27,1.3446,1.3449,D
328975895,EUR/USD,2007-05-27 17:51:28,1.3447,1.345,D
328975964,EUR/USD,2007-05-27 17:54:05,1.3446,1.3449,D
328975967,EUR/USD,2007-05-27 17:54:36,1.3447,1.345,D
328976086,EUR/USD,2007-05-27 17:59:04,1.3446,1.3449,D
328976090,EUR/USD,2007-05-27 17:59:05,1.3445,1.3448,D
328976102,EUR/USD,2007-05-27 17:59:10,1.3447,1.345,D
328976127,EUR/USD,2007-05-27 17:59:14,1.3446,1.3449,D
328976141,EUR/USD,2007-05-27 17:59:28,1.3445,1.3448,D
328976167,EUR/USD,2007-05-27 17:59:37,1.3446,1.3449,D
328976176,EUR/USD,2007-05-27 17:59:50,1.3447,1.345,D
328976180,EUR/USD,2007-05-27 17:59:50,1.3448,1.3451,D
328976187,EUR/USD,2007-05-27 17:59:55,1.3447,1.345,D
328976194,EUR/USD,2007-05-27 17:59:57,1.3446,1.3449,D
328976230,EUR/USD,2007-05-27 18:00:40,1.3447,1.345,D
328976441,EUR/USD,2007-05-27 18:06:06,1.3446,1.3449,D
328976478,EUR/USD,2007-05-27 18:06:20,1.3447,1.345,D
328976513,EUR/USD,2007-05-27 18:07:12,1.3446,1.3449,D
328976545,EUR/USD,2007-05-27 18:08:14,1.3447,1.345,D
328976631,EUR/USD,2007-05-27 18:10:11,1.3446,1.3449,D
328976639,EUR/USD,2007-05-27 18:10:17,1.3447,1.345,D
328976926,EUR/USD,2007-05-27 18:15:20,1.3446,1.3449,D
328976948,EUR/USD,2007-05-27 18:15:29,1.3447,1.345,D
328976955,EUR/USD,2007-05-27 18:15:48,1.3445,1.3448,D
328976960,EUR/USD,2007-05-27 18:15:48,1.3444,1.3447,D
328976965,EUR/USD,2007-05-27 18:15:59,1.3445,1.3448,D
328976971,EUR/USD,2007-05-27 18:16:06,1.3444,1.3447,D
328976973,EUR/USD,2007-05-27 18:16:08,1.3445,1.3448,D
328976981,EUR/USD,2007-05-27 18:16:12,1.3447,1.345,D
328976988,EUR/USD,2007-05-27 18:16:14,1.3446,1.3449,D
328976993,EUR/USD,2007-05-27 18:16:14,1.3445,1.3448,D
328977001,EUR/USD,2007-05-27 18:16:16,1.3446,1.3449,D
328977006,EUR/USD,2007-05-27 18:16:19,1.3445,1.3448,D
328977027,EUR/USD,2007-05-27 18:16:54,1.3446,1.3449,D
328977051,EUR/USD,2007-05-27 18:17:14,1.3447,1.345,D
328977074,EUR/USD,2007-05-27 18:18:09,1.3448,1.3451,D
328977078,EUR/USD,2007-05-27 18:18:44,1.3447,1.345,D
328977084,EUR/USD,2007-05-27 18:18:47,1.3448,1.3451,D
328977134,EUR/USD,2007-05-27 18:19:36,1.3449,1.3452,D
328977149,EUR/USD,2007-05-27 18:19:41,1.345,1.3453,D
328977184,EUR/USD,2007-05-27 18:20:17,1.3449,1.3452,D
328977187,EUR/USD,2007-05-27 18:20:17,1.3448,1.3451,D
328977192,EUR/USD,2007-05-27 18:20:20,1.3449,1.3452,D
328977224,EUR/USD,2007-05-27 18:21:39,1.3448,1.3451,D
328977239,EUR/USD,2007-05-27 18:21:48,1.3449,1.3452,D
328977289,EUR/USD,2007-05-27 18:22:54,1.3448,1.3451,D
328977295,EUR/USD,2007-05-27 18:22:55,1.3449,1.3452,D
328977301,EUR/USD,2007-05-27 18:22:57,1.345,1.3453,D
328977305,EUR/USD,2007-05-27 18:22:59,1.3449,1.3452,D
328977313,EUR/USD,2007-05-27 18:23:06,1.3448,1.3451,D
328977320,EUR/USD,2007-05-27 18:23:08,1.3449,1.3452,D
328977354,EUR/USD,2007-05-27 18:23:56,1.3448,1.3451,D
328977577,EUR/USD,2007-05-27 18:28:59,1.3449,1.3452,D
328977578,EUR/USD,2007-05-27 18:28:59,1.3448,1.3451,D
328977621,EUR/USD,2007-05-27 18:29:11,1.3449,1.3452,D
328977636,EUR/USD,2007-05-27 18:29:17,1.345,1.3453,D
328977652,EUR/USD,2007-05-27 18:29:34,1.3451,1.3454,D
328977694,EUR/USD,2007-05-27 18:29:42,1.345,1.3453,D
328977697,EUR/USD,2007-05-27 18:29:42,1.3449,1.3452,D
328977704,EUR/USD,2007-05-27 18:29:46,1.345,1.3453,D
328977718,EUR/USD,2007-05-27 18:29:51,1.3451,1.3454,D
328977723,EUR/USD,2007-05-27 18:29:52,1.345,1.3453,D
328977735,EUR/USD,2007-05-27 18:29:58,1.3449,1.3452,D
328977868,EUR/USD,2007-05-27 18:33:19,1.3448,1.3451,D
328977870,EUR/USD,2007-05-27 18:33:20,1.3449,1.3452,D
328977882,EUR/USD,2007-05-27 18:33:37,1.345,1.3453,D
328977885,EUR/USD,2007-05-27 18:33:45,1.3449,1.3452,D
328977889,EUR/USD,2007-05-27 18:33:58,1.345,1.3453,D
328977893,EUR/USD,2007-05-27 18:34:05,1.3449,1.3452,D
328977939,EUR/USD,2007-05-27 18:34:47,1.3448,1.3451,D
328978021,EUR/USD,2007-05-27 18:38:19,1.3449,1.3452,D
328978082,EUR/USD,2007-05-27 18:40:15,1.3448,1.3451,D
328978092,EUR/USD,2007-05-27 18:40:25,1.3449,1.3452,D
328978112,EUR/USD,2007-05-27 18:40:42,1.3448,1.3451,D
